Key,File,Type,UsedInMainMenu,NoTranslate,schinese
resourceZombieNurseRottingFleshT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸护士身上获取的腐肉
resourceZombieNurseBoneT1,items,Resource,,,护士的硬骨
resourceZombieNurseBoneT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸护士身上获取的硬骨
resourceZombieNurseLeatherT1,items,Resource,,,护士的韧皮
resourceZombieNurseLeatherT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸护士身上获取的韧皮
resourceZombieNurseScaleT1,items,Resource,,,护士的鳞片
resourceZombieNurseScaleT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸护士身上获取的鳞片
resourceZombieNurseExtractT1,items,Resource,,,护士的提取素
resourceZombieNurseExtractT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸护士身上获取的提取素
resourceZombieJoeRottingFleshT1,items,Resource,,,乔的腐肉
resourceZombieJoeRottingFleshT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸乔身上获取的腐肉
resourceZombieJoeBoneT1,items,Resource,,,乔的硬骨
resourceZombieJoeBoneT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸乔身上获取的硬骨
resourceZombieJoeLeatherT1,items,Resource,,,乔的韧皮
resourceZombieJoeLeatherT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸乔身上获取的韧皮
resourceZombieJoeScaleT1,items,Resource,,,乔的鳞片
resourceZombieJoeScaleT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸乔身上获取的鳞片
resourceZombieJoeExtractT1,items,Resource,,,乔的提取素
resourceZombieJoeExtractT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸乔身上获取的提取素
resourceZombieSteveRottingFleshT1,items,Resource,,,史蒂夫的腐肉
resourceZombieSteveRottingFleshT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸史蒂夫身上获取的腐肉
resourceZombieSteveBoneT1,items,Resource,,,史蒂夫的硬骨
resourceZombieSteveBoneT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸史蒂夫身上获取的硬骨
resourceZombieSteveLeatherT1,items,Resource,,,史蒂夫的韧皮
resourceZombieSteveLeatherT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸史蒂夫身上获取的韧皮
resourceZombieSteveScaleT1,items,Resource,,,史蒂夫的鳞片
resourceZombieSteveScaleT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸史蒂夫身上获取的鳞片
resourceZombieSteveExtractT1,items,Resource,,,史蒂夫的提取素
resourceZombieSteveExtractT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸史蒂夫身上获取的提取素
resourceZombieTomClarkRottingFleshT1,items,Resource,,,汤姆·克拉克的腐肉
resourceZombieTomClarkRottingFleshT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸汤姆·克拉克身上获取的腐肉
resourceZombieTomClarkBoneT1,items,Resource,,,汤姆·克拉克的硬骨
resourceZombieTomClarkBoneT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸汤姆·克拉克身上获取的硬骨
resourceZombieTomClarkLeatherT1,items,Resource,,,汤姆·克拉克的韧皮
resourceZombieTomClarkLeatherT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸汤姆·克拉克身上获取的韧皮
resourceZombieTomClarkScaleT1,items,Resource,,,汤姆·克拉克的鳞片
resourceZombieTomClarkScaleT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸汤姆·克拉克身上获取的鳞片
resourceZombieTomClarkExtractT1,items,Resource,,,汤姆·克拉克的提取素
resourceZombieTomClarkExtractT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸汤姆·克拉克身上获取的提取素
resourceZombieBusinessManRottingFleshT1,items,Resource,,,商人的腐肉
resourceZombieBusinessManRottingFleshT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸商人身上获取的腐肉
resourceZombieBusinessManBoneT1,items,Resource,,,商人的硬骨
resourceZombieBusinessManBoneT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸商人身上获取的硬骨
resourceZombieBusinessManLeatherT1,items,Resource,,,商人的韧皮
resourceZombieBusinessManLeatherT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸商人身上获取的韧皮
resourceZombieBusinessManScaleT1,items,Resource,,,商人的鳞片
resourceZombieBusinessManScaleT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸商人身上获取的鳞片
resourceZombieBusinessManExtractT1,items,Resource,,,商人的提取素
resourceZombieBusinessManExtractT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸商人身上获取的提取素
resourceZombieBurntRottingFleshT1,items,Resource,,,被灼烧者的腐肉
resourceZombieBurntRottingFleshT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸被灼烧者身上获取的腐肉
resourceZombieBurntBoneT1,items,Resource,,,被灼烧者的硬骨
resourceZombieBurntBoneT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸被灼烧者身上获取的硬骨
resourceZombieBurntLeatherT1,items,Resource,,,被灼烧者的韧皮
resourceZombieBurntLeatherT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸被灼烧者身上获取的韧皮
resourceZombieBurntScaleT1,items,Resource,,,被灼烧者的鳞片
resourceZombieBurntScaleT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸被灼烧者身上获取的鳞片
resourceZombieBurntExtractT1,items,Resource,,,被灼烧者的提取素
resourceZombieBurntExtractT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸被灼烧者身上获取的提取素
resourceZombieSpiderRottingFleshT1,items,Resource,,,蜘蛛的腐肉
resourceZombieSpiderRottingFleshT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸蜘蛛身上获取的腐肉
resourceZombieSpiderBoneT1,items,Resource,,,蜘蛛的硬骨
resourceZombieSpiderBoneT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸蜘蛛身上获取的硬骨
resourceZombieSpiderLeatherT1,items,Resource,,,蜘蛛的韧皮
resourceZombieSpiderLeatherT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸蜘蛛身上获取的韧皮
resourceZombieSpiderScaleT1,items,Resource,,,蜘蛛的鳞片
resourceZombieSpiderScaleT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸蜘蛛身上获取的鳞片
resourceZombieSpiderExtractT1,items,Resource,,,蜘蛛的提取素
resourceZombieSpiderExtractT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸蜘蛛身上获取的提取素
resourceZombieBoeRottingFleshT1,items,Resource,,,布尔的腐肉
resourceZombieBoeRottingFleshT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸布尔身上获取的腐肉
resourceZombieBoeBoneT1,items,Resource,,,布尔的硬骨
resourceZombieBoeBoneT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸布尔身上获取的硬骨
resourceZombieBoeLeatherT1,items,Resource,,,布尔的韧皮
resourceZombieBoeLeatherT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸布尔身上获取的韧皮
resourceZombieBoeScaleT1,items,Resource,,,布尔的鳞片
resourceZombieBoeScaleT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸布尔身上获取的鳞片
resourceZombieBoeExtractT1,items,Resource,,,布尔的提取素
resourceZombieBoeExtractT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸布尔身上获取的提取素
resourceZombieMaleHazmatRottingFleshT1,items,Resource,,,穿着防化服的丧尸的腐肉
resourceZombieMaleHazmatRottingFleshT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸穿着防化服的丧尸身上获取的腐肉
resourceZombieMaleHazmatBoneT1,items,Resource,,,穿着防化服的丧尸的硬骨
resourceZombieMaleHazmatBoneT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸穿着防化服的丧尸身上获取的硬骨
resourceZombieMaleHazmatLeatherT1,items,Resource,,,穿着防化服的丧尸的韧皮
resourceZombieMaleHazmatLeatherT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸穿着防化服的丧尸身上获取的韧皮
resourceZombieMaleHazmatScaleT1,items,Resource,,,穿着防化服的丧尸的鳞片
resourceZombieMaleHazmatScaleT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸穿着防化服的丧尸身上获取的鳞片
resourceZombieMaleHazmatExtractT1,items,Resource,,,穿着防化服的丧尸的提取素
resourceZombieMaleHazmatExtractT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸穿着防化服的丧尸身上获取的提取素
resourceZombieJanitorRottingFleshT1,items,Resource,,,看门人的腐肉
resourceZombieJanitorRottingFleshT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸看门人身上获取的腐肉
resourceZombieJanitorBoneT1,items,Resource,,,看门人的硬骨
resourceZombieJanitorBoneT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸看门人身上获取的硬骨
resourceZombieJanitorLeatherT1,items,Resource,,,看门人的韧皮
resourceZombieJanitorLeatherT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸看门人身上获取的韧皮
resourceZombieJanitorScaleT1,items,Resource,,,看门人的鳞片
resourceZombieJanitorScaleT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸看门人身上获取的鳞片
resourceZombieJanitorExtractT1,items,Resource,,,看门人的提取素
resourceZombieJanitorExtractT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸看门人身上获取的提取素
resourceZombieInmateRottingFleshT1,items,Resource,,,犯人的腐肉
resourceZombieInmateRottingFleshT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸犯人身上获取的腐肉
resourceZombieInmateBoneT1,items,Resource,,,犯人的硬骨
resourceZombieInmateBoneT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸犯人身上获取的硬骨
resourceZombieInmateLeatherT1,items,Resource,,,犯人的韧皮
resourceZombieInmateLeatherT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸犯人身上获取的韧皮
resourceZombieInmateScaleT1,items,Resource,,,犯人的鳞片
resourceZombieInmateScaleT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸犯人身上获取的鳞片
resourceZombieInmateExtractT1,items,Resource,,,犯人的提取素
resourceZombieInmateExtractT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸犯人身上获取的提取素
resourceZombieMoeRottingFleshT1,items,Resource,,,莫伊的腐肉
resourceZombieMoeRottingFleshT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸莫伊身上获取的腐肉
resourceZombieMoeBoneT1,items,Resource,,,莫伊的硬骨
resourceZombieMoeBoneT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸莫伊身上获取的硬骨
resourceZombieMoeLeatherT1,items,Resource,,,莫伊的韧皮
resourceZombieMoeLeatherT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸莫伊身上获取的韧皮
resourceZombieMoeScaleT1,items,Resource,,,莫伊的鳞片
resourceZombieMoeScaleT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸莫伊身上获取的鳞片
resourceZombieMoeExtractT1,items,Resource,,,莫伊的提取素
resourceZombieMoeExtractT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸莫伊身上获取的提取素
resourceZombieLabRottingFleshT1,items,Resource,,,实验室工作人员的腐肉
resourceZombieLabRottingFleshT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸实验室工作人员身上获取的腐肉
resourceZombieLabBoneT1,items,Resource,,,实验室工作人员的硬骨
resourceZombieLabBoneT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸实验室工作人员身上获取的硬骨
resourceZombieLabLeatherT1,items,Resource,,,实验室工作人员的韧皮
resourceZombieLabLeatherT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸实验室工作人员身上获取的韧皮
resourceZombieLabScaleT1,items,Resource,,,实验室工作人员的鳞片
resourceZombieLabScaleT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸实验室工作人员身上获取的鳞片
resourceZombieLabExtractT1,items,Resource,,,实验室工作人员的提取素
resourceZombieLabExtractT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸实验室工作人员身上获取的提取素
resourceZombieDarleneRottingFleshT1,items,Resource,,,达琳的腐肉
resourceZombieDarleneRottingFleshT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸达琳身上获取的腐肉
resourceZombieDarleneBoneT1,items,Resource,,,达琳的硬骨
resourceZombieDarleneBoneT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸达琳身上获取的硬骨
resourceZombieDarleneLeatherT1,items,Resource,,,达琳的韧皮
resourceZombieDarleneLeatherT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸达琳身上获取的韧皮
resourceZombieDarleneScaleT1,items,Resource,,,达琳的鳞片
resourceZombieDarleneScaleT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸达琳身上获取的鳞片
resourceZombieDarleneExtractT1,items,Resource,,,达琳的提取素
resourceZombieDarleneExtractT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸达琳身上获取的提取素
resourceZombieYoRottingFleshT1,items,Resource,,,幽的腐肉
resourceZombieYoRottingFleshT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸幽身上获取的腐肉
resourceZombieYoBoneT1,items,Resource,,,幽的硬骨
resourceZombieYoBoneT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸幽身上获取的硬骨
resourceZombieYoLeatherT1,items,Resource,,,幽的韧皮
resourceZombieYoLeatherT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸幽身上获取的韧皮
resourceZombieYoScaleT1,items,Resource,,,幽的鳞片
resourceZombieYoScaleT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸幽身上获取的鳞片
resourceZombieYoExtractT1,items,Resource,,,幽的提取素
resourceZombieYoExtractT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸幽身上获取的提取素
resourceZombieUtilityWorkerRottingFleshT1,items,Resource,,,公用事业工人的腐肉
resourceZombieUtilityWorkerRottingFleshT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸公用事业工人身上获取的腐肉
resourceZombieUtilityWorkerBoneT1,items,Resource,,,公用事业工人的硬骨
resourceZombieUtilityWorkerBoneT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸公用事业工人身上获取的硬骨
resourceZombieUtilityWorkerLeatherT1,items,Resource,,,公用事业工人的韧皮
resourceZombieUtilityWorkerLeatherT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸公用事业工人身上获取的韧皮
resourceZombieUtilityWorkerScaleT1,items,Resource,,,公用事业工人的鳞片
resourceZombieUtilityWorkerScaleT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸公用事业工人身上获取的鳞片
resourceZombieUtilityWorkerExtractT1,items,Resource,,,公用事业工人的提取素
resourceZombieUtilityWorkerExtractT1Desc,items,Resource,,,[999498]RANK 1[-]\n\n从丧尸公用事业工人身上获取的提取素
resourceZombieBikerRottingFleshT1,items,Resource,,,摩托车手的腐肉
resourceZombieBikerRottingFleshT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸摩托车手身上获取的腐肉
resourceZombieBikerBoneT1,items,Resource,,,摩托车手的硬骨
resourceZombieBikerBoneT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸摩托车手身上获取的硬骨
resourceZombieBikerLeatherT1,items,Resource,,,摩托车手的韧皮
resourceZombieBikerLeatherT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸摩托车手身上获取的韧皮
resourceZombieBikerScaleT1,items,Resource,,,摩托车手的鳞片
resourceZombieBikerScaleT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸摩托车手身上获取的鳞片
resourceZombieBikerExtractT1,items,Resource,,,摩托车手的提取素
resourceZombieBikerExtractT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸摩托车手身上获取的提取素
resourceZombieLumberjackRottingFleshT1,items,Resource,,,伐木工的腐肉
resourceZombieLumberjackRottingFleshT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸伐木工身上获取的腐肉
resourceZombieLumberjackBoneT1,items,Resource,,,伐木工的硬骨
resourceZombieLumberjackBoneT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸伐木工身上获取的硬骨
resourceZombieLumberjackLeatherT1,items,Resource,,,伐木工的韧皮
resourceZombieLumberjackLeatherT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸伐木工身上获取的韧皮
resourceZombieLumberjackScaleT1,items,Resource,,,伐木工的鳞片
resourceZombieLumberjackScaleT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸伐木工身上获取的鳞片
resourceZombieLumberjackExtractT1,items,Resource,,,伐木工的提取素
resourceZombieLumberjackExtractT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸伐木工身上获取的提取素
resourceZombieFemaleFatRottingFleshT1,items,Resource,,,大妈妈的腐肉
resourceZombieFemaleFatRottingFleshT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸大妈妈身上获取的腐肉
resourceZombieFemaleFatBoneT1,items,Resource,,,大妈妈的硬骨
resourceZombieFemaleFatBoneT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸大妈妈身上获取的硬骨
resourceZombieFemaleFatLeatherT1,items,Resource,,,大妈妈的韧皮
resourceZombieFemaleFatLeatherT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸大妈妈身上获取的韧皮
resourceZombieFemaleFatScaleT1,items,Resource,,,大妈妈的鳞片
resourceZombieFemaleFatScaleT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸大妈妈身上获取的鳞片
resourceZombieFemaleFatExtractT1,items,Resource,,,大妈妈的提取素
resourceZombieFemaleFatExtractT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸大妈妈身上获取的提取素
resourceZombieFatHawaiianRottingFleshT1,items,Resource,,,游客的腐肉
resourceZombieFatHawaiianRottingFleshT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸游客身上获取的腐肉
resourceZombieFatHawaiianBoneT1,items,Resource,,,游客的硬骨
resourceZombieFatHawaiianBoneT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸游客身上获取的硬骨
resourceZombieFatHawaiianLeatherT1,items,Resource,,,游客的韧皮
resourceZombieFatHawaiianLeatherT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸游客身上获取的韧皮
resourceZombieFatHawaiianScaleT1,items,Resource,,,游客的鳞片
resourceZombieFatHawaiianScaleT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸游客身上获取的鳞片
resourceZombieFatHawaiianExtractT1,items,Resource,,,游客的提取素
resourceZombieFatHawaiianExtractT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸游客身上获取的提取素
resourceZombieBowlerRottingFleshT1,items,Resource,,,投球手的腐肉
resourceZombieBowlerRottingFleshT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸投球手身上获取的腐肉
resourceZombieBowlerBoneT1,items,Resource,,,投球手的硬骨
resourceZombieBowlerBoneT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸投球手身上获取的硬骨
resourceZombieBowlerLeatherT1,items,Resource,,,投球手的韧皮
resourceZombieBowlerLeatherT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸投球手身上获取的韧皮
resourceZombieBowlerScaleT1,items,Resource,,,投球手的鳞片
resourceZombieBowlerScaleT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸投球手身上获取的鳞片
resourceZombieBowlerExtractT1,items,Resource,,,投球手的提取素
resourceZombieBowlerExtractT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸投球手身上获取的提取素
resourceZombieFatCopRottingFleshT1,items,Resource,,,警察的腐肉
resourceZombieFatCopRottingFleshT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸警察身上获取的腐肉
resourceZombieFatCopBoneT1,items,Resource,,,警察的硬骨
resourceZombieFatCopBoneT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸警察身上获取的硬骨
resourceZombieFatCopLeatherT1,items,Resource,,,警察的韧皮
resourceZombieFatCopLeatherT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸警察身上获取的韧皮
resourceZombieFatCopScaleT1,items,Resource,,,警察的鳞片
resourceZombieFatCopScaleT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸警察身上获取的鳞片
resourceZombieFatCopExtractT1,items,Resource,,,警察的提取素
resourceZombieFatCopExtractT1Desc,items,Resource,,,[CCECFF]RANK 2[-]\n\n从丧尸警察身上获取的提取素
resourceZombieSkateboarderRottingFleshT1,items,Resource,,,暴徒的腐肉
resourceZombieSkateboarderRottingFleshT1Desc,items,Resource,,,[F5F918]RANK 3[-]\n\n从丧尸暴徒身上获取的腐肉
resourceZombieSkateboarderBoneT1,items,Resource,,,暴徒的硬骨
resourceZombieSkateboarderBoneT1Desc,items,Resource,,,[F5F918]RANK 3[-]\n\n从丧尸暴徒身上获取的硬骨
resourceZombieSkateboarderLeatherT1,items,Resource,,,暴徒的韧皮
resourceZombieSkateboarderLeatherT1Desc,items,Resource,,,[F5F918]RANK 3[-]\n\n从丧尸暴徒身上获取的韧皮
resourceZombieSkateboarderScaleT1,items,Resource,,,暴徒的鳞片
resourceZombieSkateboarderScaleT1Desc,items,Resource,,,[F5F918]RANK 3[-]\n\n从丧尸暴徒身上获取的鳞片
resourceZombieSkateboarderExtractT1,items,Resource,,,暴徒的提取素
resourceZombieSkateboarderExtractT1Desc,items,Resource,,,[F5F918]RANK 3[-]\n\n从丧尸暴徒身上获取的提取素
resourceZombieSoldierRottingFleshT1,items,Resource,,,士兵的腐肉
resourceZombieSoldierRottingFleshT1Desc,items,Resource,,,[F5F918]RANK 3[-]\n\n从丧尸士兵身上获取的腐肉
resourceZombieSoldierBoneT1,items,Resource,,,士兵的硬骨
resourceZombieSoldierBoneT1Desc,items,Resource,,,[F5F918]RANK 3[-]\n\n从丧尸士兵身上获取的硬骨
resourceZombieSoldierLeatherT1,items,Resource,,,士兵的韧皮
resourceZombieSoldierLeatherT1Desc,items,Resource,,,[F5F918]RANK 3[-]\n\n从丧尸士兵身上获取的韧皮
resourceZombieSoldierScaleT1,items,Resource,,,士兵的鳞片
resourceZombieSoldierScaleT1Desc,items,Resource,,,[F5F918]RANK 3[-]\n\n从丧尸士兵身上获取的鳞片
resourceZombieSoldierExtractT1,items,Resource,,,士兵的提取素
resourceZombieSoldierExtractT1Desc,items,Resource,,,[F5F918]RANK 3[-]\n\n从丧尸士兵身上获取的提取素
resourceZombieWightRottingFleshT1,items,Resource,,,恶灵的腐肉
resourceZombieWightRottingFleshT1Desc,items,Resource,,,[F5F918]RANK 3[-]\n\n从丧尸恶灵身上获取的腐肉
resourceZombieWightBoneT1,items,Resource,,,恶灵的硬骨
resourceZombieWightBoneT1Desc,items,Resource,,,[F5F918]RANK 3[-]\n\n从丧尸恶灵身上获取的硬骨
resourceZombieWightLeatherT1,items,Resource,,,恶灵的韧皮
resourceZombieWightLeatherT1Desc,items,Resource,,,[F5F918]RANK 3[-]\n\n从丧尸恶灵身上获取的韧皮
resourceZombieWightScaleT1,items,Resource,,,恶灵的鳞片
resourceZombieWightScaleT1Desc,items,Resource,,,[F5F918]RANK 3[-]\n\n从丧尸恶灵身上获取的鳞片
resourceZombieWightExtractT1,items,Resource,,,恶灵的提取素
resourceZombieWightExtractT1Desc,items,Resource,,,[F5F918]RANK 3[-]\n\n从丧尸恶灵身上获取的提取素
resourceZombieScreamerRottingFleshT1,items,Resource,,,尖叫丧尸的腐肉
